Id;region;vaccine;year;coverage
1;Global;bcg;1980;15
2;Global;dtp1;1980;30
3;Global;dtp3;1980;20
4;Global;mcv1;1980;16
5;Global;pol3;1980;21
6;Global;rcv1;1980;3
7;Global;bcg;1981;21
8;Global;dtp1;1981;35
9;Global;dtp3;1981;23
10;Global;mcv1;1981;19
11;Global;pol3;1981;23
12;Global;rcv1;1981;3
13;Global;bcg;1982;23
14;Global;dtp1;1982;38
15;Global;dtp3;1982;25
16;Global;mcv1;1982;20
17;Global;pol3;1982;41
18;Global;rcv1;1982;4
19;Global;bcg;1983;36
20;Global;dtp1;1983;56
21;Global;dtp3;1983;38
22;Global;mcv1;1983;37
23;Global;pol3;1983;43
24;Global;rcv1;1983;4
25;Global;bcg;1984;44
26;Global;dtp1;1984;62
27;Global;dtp3;1984;45
28;Global;mcv1;1984;41
29;Global;pol3;1984;47
30;Global;rcv1;1984;5
31;Global;bcg;1985;48
32;Global;dtp1;1985;67
33;Global;dtp3;1985;49
34;Global;hepb3;1985;0
35;Global;mcv1;1985;47
36;Global;pol3;1985;52
37;Global;rcv1;1985;5
38;Global;bcg;1986;52
39;Global;dtp1;1986;70
40;Global;dtp3;1986;52
41;Global;hepb3;1986;0
42;Global;mcv1;1986;47
43;Global;pol3;1986;51
44;Global;rcv1;1986;5
45;Global;bcg;1987;61
46;Global;dtp1;1987;74
47;Global;dtp3;1987;56
48;Global;hepb3;1987;0
49;Global;mcv1;1987;54
50;Global;pol3;1987;57
51;Global;rcv1;1987;5
52;Global;bcg;1988;67
53;Global;dtp1;1988;79
54;Global;dtp3;1988;64
55;Global;hepb3;1988;0
56;Global;mcv1;1988;63
57;Global;pol3;1988;65
58;Global;rcv1;1988;6
59;Global;bcg;1989;70
60;Global;dtp1;1989;83
61;Global;dtp3;1989;68
62;Global;hepb3;1989;0
63;Global;mcv1;1989;68
64;Global;pol3;1989;70
65;Global;rcv1;1989;7
66;Global;bcg;1990;81
67;Global;dtp1;1990;88
68;Global;dtp3;1990;75
69;Global;hepb3;1990;1
70;Global;hib3;1990;0
71;Global;mcv1;1990;73
72;Global;pol3;1990;75
73;Global;rcv1;1990;8
74;Global;bcg;1991;78
75;Global;dtp1;1991;86
76;Global;dtp3;1991;71
77;Global;hepb3;1991;1
78;Global;hib3;1991;0
79;Global;mcv1;1991;69
80;Global;pol3;1991;72
81;Global;rcv1;1991;9
82;Global;bcg;1992;78
83;Global;dtp1;1992;85
84;Global;dtp3;1992;70
85;Global;hepb3;1992;3
86;Global;hib3;1992;1
87;Global;mcv1;1992;69
88;Global;pol3;1992;70
89;Global;rcv1;1992;9
90;Global;bcg;1993;79
91;Global;dtp1;1993;85
92;Global;dtp3;1993;70
93;Global;hepb3;1993;4
94;Global;hib3;1993;1
95;Global;mcv1;1993;70
96;Global;pol3;1993;70
97;Global;rcv1;1993;10
98;Global;bcg;1994;80
99;Global;dtp1;1994;86
100;Global;dtp3;1994;73
101;Global;hepb3;1994;8
102;Global;hib3;1994;1
103;Global;mcv1;1994;71
104;Global;pol3;1994;73
105;Global;rcv1;1994;10
106;Global;bcg;1995;80
107;Global;dtp1;1995;87
108;Global;dtp3;1995;73
109;Global;hepb3;1995;11
110;Global;hib3;1995;4
111;Global;mcv1;1995;73
112;Global;pol3;1995;74
113;Global;rcv1;1995;12
114;Global;bcg;1996;80
115;Global;dtp1;1996;86
116;Global;dtp3;1996;72
117;Global;hepb3;1996;13
118;Global;hib3;1996;5
119;Global;mcv1;1996;73
120;Global;pol3;1996;74
121;Global;rcv1;1996;12
122;Global;bcg;1997;78
123;Global;dtp1;1997;86
124;Global;dtp3;1997;71
125;Global;hepb3;1997;15
126;Global;hib3;1997;5
127;Global;mcv1;1997;71
128;Global;pol3;1997;74
129;Global;rcv1;1997;12
130;Global;yfv;1997;3
131;Global;bcg;1998;79
132;Global;dtp1;1998;84
133;Global;dtp3;1998;72
134;Global;hepb3;1998;15
135;Global;hib3;1998;7
136;Global;mcv1;1998;71
137;Global;pol3;1998;73
138;Global;rcv1;1998;15
139;Global;yfv;1998;9
140;Global;bcg;1999;80
141;Global;dtp1;1999;83
142;Global;dtp3;1999;72
143;Global;hepb3;1999;18
144;Global;hib3;1999;8
145;Global;mcv1;1999;71
146;Global;pol3;1999;73
147;Global;rcv1;1999;17
148;Global;yfv;1999;10
149;Global;bcg;2000;80
150;Global;dtp1;2000;83
151;Global;dtp3;2000;72
152;Global;hepb3;2000;30
153;Global;hepbb;2000;5
154;Global;hib3;2000;13
155;Global;mcv1;2000;72
156;Global;mcv2;2000;18
157;Global;pol3;2000;73
158;Global;rcv1;2000;21
159;Global;yfv;2000;11
160;Global;bcg;2001;80
161;Global;dtp1;2001;83
162;Global;dtp3;2001;73
163;Global;hepb3;2001;32
164;Global;hepbb;2001;6
165;Global;hib3;2001;14
166;Global;mcv1;2001;73
167;Global;mcv2;2001;19
168;Global;pol3;2001;73
169;Global;rcv1;2001;22
170;Global;yfv;2001;13
171;Global;bcg;2002;80
172;Global;dtp1;2002;83
173;Global;dtp3;2002;73
174;Global;hepb3;2002;38
175;Global;hepbb;2002;7
176;Global;hib3;2002;17
177;Global;mcv1;2002;72
178;Global;mcv2;2002;20
179;Global;pol3;2002;74
180;Global;rcv1;2002;22
181;Global;yfv;2002;12
182;Global;bcg;2003;81
183;Global;dtp1;2003;84
184;Global;dtp3;2003;74
185;Global;hepb3;2003;44
186;Global;hepbb;2003;9
187;Global;hib3;2003;18
188;Global;mcv1;2003;74
189;Global;mcv2;2003;21
190;Global;pol3;2003;75
191;Global;rcv1;2003;22
192;Global;yfv;2003;17
193;Global;bcg;2004;83
194;Global;dtp1;2004;85
195;Global;dtp3;2004;76
196;Global;hepb3;2004;49
197;Global;hepbb;2004;21
198;Global;hib3;2004;19
199;Global;mcv1;2004;76
200;Global;mcv2;2004;22
201;Global;pol3;2004;76
202;Global;rcv1;2004;24
203;Global;yfv;2004;25
204;Global;bcg;2005;85
205;Global;dtp1;2005;86
206;Global;dtp3;2005;77
207;Global;hepb3;2005;54
208;Global;hepbb;2005;23
209;Global;hib3;2005;20
210;Global;mcv1;2005;77
211;Global;mcv2;2005;33
212;Global;pol3;2005;78
213;Global;rcv1;2005;24
214;Global;yfv;2005;32
215;Global;bcg;2006;86
216;Global;dtp1;2006;87
217;Global;dtp3;2006;78
218;Global;hepb3;2006;58
219;Global;hepbb;2006;23
220;Global;hib3;2006;21
221;Global;mcv1;2006;79
222;Global;mcv2;2006;35
223;Global;pol3;2006;79
224;Global;rcv1;2006;26
225;Global;rotac;2006;1
226;Global;yfv;2006;36
227;Global;bcg;2007;87
228;Global;dtp1;2007;88
229;Global;dtp3;2007;79
230;Global;hepb3;2007;63
231;Global;hepbb;2007;23
232;Global;hib3;2007;25
233;Global;mcv1;2007;80
234;Global;mcv2;2007;36
235;Global;pol3;2007;80
236;Global;rcv1;2007;26
237;Global;rotac;2007;2
238;Global;yfv;2007;39
239;Global;bcg;2008;88
240;Global;dtp1;2008;88
241;Global;dtp3;2008;81
242;Global;hepb3;2008;69
243;Global;hepbb;2008;26
244;Global;hib3;2008;28
245;Global;mcv1;2008;81
246;Global;mcv2;2008;38
247;Global;pcv3;2008;4
248;Global;pol3;2008;82
249;Global;rcv1;2008;25
250;Global;rotac;2008;4
251;Global;yfv;2008;38
252;Global;bcg;2009;89
253;Global;dtp1;2009;89
254;Global;dtp3;2009;83
255;Global;hepb3;2009;73
256;Global;hepbb;2009;27
257;Global;hib3;2009;38
258;Global;mcv1;2009;83
259;Global;mcv2;2009;41
260;Global;pcv3;2009;7
261;Global;pol3;2009;84
262;Global;rcv1;2009;26
263;Global;rotac;2009;7
264;Global;yfv;2009;41
265;Global;bcg;2010;89
266;Global;dtp1;2010;89
267;Global;dtp3;2010;84
268;Global;hepb3;2010;73
269;Global;hepbb;2010;28
270;Global;hib3;2010;40
271;Global;mcv1;2010;84
272;Global;mcv2;2010;42
273;Global;pcv3;2010;11
274;Global;pol3;2010;84
275;Global;rcv1;2010;35
276;Global;rotac;2010;8
277;Global;yfv;2010;39
278;Global;bcg;2011;90
279;Global;dtp1;2011;90
280;Global;dtp3;2011;85
281;Global;hepb3;2011;75
282;Global;hepbb;2011;29
283;Global;hib3;2011;43
284;Global;mcv1;2011;85
285;Global;mcv2;2011;48
286;Global;pcv3;2011;16
287;Global;pol3;2011;84
288;Global;rcv1;2011;38
289;Global;rotac;2011;9
290;Global;yfv;2011;36
291;Global;bcg;2012;89
292;Global;dtp1;2012;90
293;Global;dtp3;2012;84
294;Global;hepb3;2012;80
295;Global;hepbb;2012;32
296;Global;hib3;2012;45
297;Global;mcv1;2012;84
298;Global;mcv2;2012;51
299;Global;pcv3;2012;20
300;Global;pol3;2012;84
301;Global;rcv1;2012;40
302;Global;rotac;2012;11
303;Global;yfv;2012;36
304;Global;bcg;2013;89
305;Global;dtp1;2013;89
306;Global;dtp3;2013;84
307;Global;hepb3;2013;79
308;Global;hepbb;2013;35
309;Global;hib3;2013;51
310;Global;mcv1;2013;84
311;Global;mcv2;2013;56
312;Global;pcv3;2013;26
313;Global;pol3;2013;84
314;Global;rcv1;2013;43
315;Global;rotac;2013;14
316;Global;yfv;2013;40
317;Global;bcg;2014;88
318;Global;dtp1;2014;89
319;Global;dtp3;2014;84
320;Global;hepb3;2014;81
321;Global;hepbb;2014;35
322;Global;hib3;2014;55
323;Global;mcv1;2014;84
324;Global;mcv2;2014;59
325;Global;pcv3;2014;32
326;Global;pol3;2014;85
327;Global;rcv1;2014;45
328;Global;rotac;2014;19
329;Global;yfv;2014;43
330;Global;bcg;2015;88
331;Global;dtp1;2015;90
332;Global;dtp3;2015;85
333;Global;hepb3;2015;83
334;Global;hepbb;2015;37
335;Global;hib3;2015;63
336;Global;ipv1;2015;23
337;Global;mcv1;2015;85
338;Global;mcv2;2015;63
339;Global;pcv3;2015;38
340;Global;pol3;2015;85
341;Global;rcv1;2015;47
342;Global;rotac;2015;23
343;Global;yfv;2015;42
344;Global;bcg;2016;89
345;Global;dtp1;2016;91
346;Global;dtp3;2016;86
347;Global;hepb3;2016;85
348;Global;hepbb;2016;37
349;Global;hib3;2016;71
350;Global;ipv1;2016;47
351;Global;mcv1;2016;86
352;Global;mcv2;2016;67
353;Global;pcv3;2016;43
354;Global;pol3;2016;85
355;Global;rcv1;2016;48
356;Global;rotac;2016;25
357;Global;yfv;2016;46
358;Global;bcg;2017;89
359;Global;dtp1;2017;91
360;Global;dtp3;2017;86
361;Global;hepb3;2017;84
362;Global;hepbb;2017;41
363;Global;hib3;2017;72
364;Global;ipv1;2017;58
365;Global;mcv1;2017;86
366;Global;mcv2;2017;68
367;Global;pcv3;2017;45
368;Global;pol3;2017;86
369;Global;rcv1;2017;52
370;Global;rotac;2017;28
371;Global;yfv;2017;48
372;Global;bcg;2018;89
373;Global;dtp1;2018;90
374;Global;dtp3;2018;86
375;Global;hepb3;2018;84
376;Global;hepbb;2018;42
377;Global;hib3;2018;72
378;Global;ipv1;2018;72
379;Global;mcv1;2018;86
380;Global;mcv2;2018;69
381;Global;pcv3;2018;47
382;Global;pol3;2018;85
383;Global;rcv1;2018;69
384;Global;rotac;2018;35
385;Global;yfv;2018;49
386;East Asia & Pacific;bcg;1980;16
387;East Asia & Pacific;dtp1;1980;14
388;East Asia & Pacific;dtp3;1980;9
389;East Asia & Pacific;mcv1;1980;4
390;East Asia & Pacific;pol3;1980;5
391;East Asia & Pacific;rcv1;1980;0
392;East Asia & Pacific;bcg;1981;20
393;East Asia & Pacific;dtp1;1981;19
394;East Asia & Pacific;dtp3;1981;12
395;East Asia & Pacific;mcv1;1981;4
396;East Asia & Pacific;pol3;1981;7
397;East Asia & Pacific;rcv1;1981;0
398;East Asia & Pacific;bcg;1982;21
399;East Asia & Pacific;dtp1;1982;18
400;East Asia & Pacific;dtp3;1982;12
401;East Asia & Pacific;mcv1;1982;4
402;East Asia & Pacific;pol3;1982;59
403;East Asia & Pacific;rcv1;1982;0
404;East Asia & Pacific;bcg;1983;42
405;East Asia & Pacific;dtp1;1983;68
406;East Asia & Pacific;dtp3;1983;47
407;East Asia & Pacific;mcv1;1983;54
408;East Asia & Pacific;pol3;1983;62
409;East Asia & Pacific;rcv1;1983;1
410;East Asia & Pacific;bcg;1984;59
411;East Asia & Pacific;dtp1;1984;77
412;East Asia & Pacific;dtp3;1984;59
413;East Asia & Pacific;mcv1;1984;61
414;East Asia & Pacific;pol3;1984;65
415;East Asia & Pacific;rcv1;1984;2
416;East Asia & Pacific;bcg;1985;64
417;East Asia & Pacific;dtp1;1985;83
418;East Asia & Pacific;dtp3;1985;66
419;East Asia & Pacific;hepb3;1985;0
420;East Asia & Pacific;mcv1;1985;68
421;East Asia & Pacific;pol3;1985;71
422;East Asia & Pacific;rcv1;1985;2
423;East Asia & Pacific;bcg;1986;68
424;East Asia & Pacific;dtp1;1986;86
425;East Asia & Pacific;dtp3;1986;69
426;East Asia & Pacific;hepb3;1986;0
427;East Asia & Pacific;mcv1;1986;57
428;East Asia & Pacific;pol3;1986;63
429;East Asia & Pacific;rcv1;1986;2
430;East Asia & Pacific;bcg;1987;80
431;East Asia & Pacific;dtp1;1987;86
432;East Asia & Pacific;dtp3;1987;69
433;East Asia & Pacific;hepb3;1987;0
434;East Asia & Pacific;mcv1;1987;68
435;East Asia & Pacific;pol3;1987;71
436;East Asia & Pacific;rcv1;1987;2
437;East Asia & Pacific;bcg;1988;91
438;East Asia & Pacific;dtp1;1988;92
439;East Asia & Pacific;dtp3;1988;84
440;East Asia & Pacific;hepb3;1988;0
441;East Asia & Pacific;mcv1;1988;82
442;East Asia & Pacific;pol3;1988;84
443;East Asia & Pacific;rcv1;1988;2
444;East Asia & Pacific;bcg;1989;92
445;East Asia & Pacific;dtp1;1989;94
446;East Asia & Pacific;dtp3;1989;87
447;East Asia & Pacific;hepb3;1989;1
448;East Asia & Pacific;mcv1;1989;85
449;East Asia & Pacific;pol3;1989;87
450;East Asia & Pacific;rcv1;1989;5
451;East Asia & Pacific;bcg;1990;94
452;East Asia & Pacific;dtp1;1990;95
453;East Asia & Pacific;dtp3;1990;90
454;East Asia & Pacific;hepb3;1990;1
455;East Asia & Pacific;hib3;1990;0
456;East Asia & Pacific;mcv1;1990;89
457;East Asia & Pacific;pol3;1990;90
458;East Asia & Pacific;rcv1;1990;5
459;East Asia & Pacific;bcg;1991;92
460;East Asia & Pacific;dtp1;1991;94
461;East Asia & Pacific;dtp3;1991;87
462;East Asia & Pacific;hepb3;1991;1
463;East Asia & Pacific;hib3;1991;0
464;East Asia & Pacific;mcv1;1991;85
465;East Asia & Pacific;pol3;1991;88
466;East Asia & Pacific;rcv1;1991;5
467;East Asia & Pacific;bcg;1992;90
468;East Asia & Pacific;dtp1;1992;94
469;East Asia & Pacific;dtp3;1992;85
470;East Asia & Pacific;hepb3;1992;6
471;East Asia & Pacific;hib3;1992;0
472;East Asia & Pacific;mcv1;1992;82
473;East Asia & Pacific;pol3;1992;86
474;East Asia & Pacific;rcv1;1992;5
475;East Asia & Pacific;bcg;1993;89
476;East Asia & Pacific;dtp1;1993;93
477;East Asia & Pacific;dtp3;1993;83
478;East Asia & Pacific;hepb3;1993;9
479;East Asia & Pacific;hib3;1993;0
480;East Asia & Pacific;mcv1;1993;79
481;East Asia & Pacific;pol3;1993;85
482;East Asia & Pacific;rcv1;1993;8
483;East Asia & Pacific;bcg;1994;87
484;East Asia & Pacific;dtp1;1994;93
485;East Asia & Pacific;dtp3;1994;82
486;East Asia & Pacific;hepb3;1994;10
487;East Asia & Pacific;hib3;1994;0
488;East Asia & Pacific;mcv1;1994;76
489;East Asia & Pacific;pol3;1994;84
490;East Asia & Pacific;rcv1;1994;8
491;East Asia & Pacific;bcg;1995;81
492;East Asia & Pacific;dtp1;1995;91
493;East Asia & Pacific;dtp3;1995;79
494;East Asia & Pacific;hepb3;1995;16
495;East Asia & Pacific;hib3;1995;0
496;East Asia & Pacific;mcv1;1995;79
497;East Asia & Pacific;pol3;1995;81
498;East Asia & Pacific;rcv1;1995;9
499;East Asia & Pacific;bcg;1996;86
500;East Asia & Pacific;dtp1;1996;92
501;East Asia & Pacific;dtp3;1996;82
502;East Asia & Pacific;hepb3;1996;18
503;East Asia & Pacific;hib3;1996;0
504;East Asia & Pacific;mcv1;1996;83
505;East Asia & Pacific;pol3;1996;84
506;East Asia & Pacific;rcv1;1996;9
507;East Asia & Pacific;bcg;1997;85
508;East Asia & Pacific;dtp1;1997;92
509;East Asia & Pacific;dtp3;1997;82
510;East Asia & Pacific;hepb3;1997;18
511;East Asia & Pacific;hib3;1997;1
512;East Asia & Pacific;mcv1;1997;83
513;East Asia & Pacific;pol3;1997;85
514;East Asia & Pacific;rcv1;1997;9
515;East Asia & Pacific;bcg;1998;85
516;East Asia & Pacific;dtp1;1998;92
517;East Asia & Pacific;dtp3;1998;82
518;East Asia & Pacific;hepb3;1998;20
519;East Asia & Pacific;hib3;1998;1
520;East Asia & Pacific;mcv1;1998;83
521;East Asia & Pacific;pol3;1998;86
522;East Asia & Pacific;rcv1;1998;11
523;East Asia & Pacific;bcg;1999;85
524;East Asia & Pacific;dtp1;1999;92
525;East Asia & Pacific;dtp3;1999;83
526;East Asia & Pacific;hepb3;1999;20
527;East Asia & Pacific;hib3;1999;1
528;East Asia & Pacific;mcv1;1999;84
529;East Asia & Pacific;pol3;1999;86
530;East Asia & Pacific;rcv1;1999;11
531;East Asia & Pacific;bcg;2000;85
532;East Asia & Pacific;dtp1;2000;92
533;East Asia & Pacific;dtp3;2000;83
534;East Asia & Pacific;hepb3;2000;50
535;East Asia & Pacific;hepbb;2000;2
536;East Asia & Pacific;hib3;2000;1
537;East Asia & Pacific;mcv1;2000;84
538;East Asia & Pacific;mcv2;2000;4
539;East Asia & Pacific;pol3;2000;84
540;East Asia & Pacific;rcv1;2000;11
541;East Asia & Pacific;bcg;2001;85
542;East Asia & Pacific;dtp1;2001;92
543;East Asia & Pacific;dtp3;2001;84
544;East Asia & Pacific;hepb3;2001;56
545;East Asia & Pacific;hepbb;2001;2
546;East Asia & Pacific;hib3;2001;1
547;East Asia & Pacific;mcv1;2001;84
548;East Asia & Pacific;mcv2;2001;4
549;East Asia & Pacific;pol3;2001;84
550;East Asia & Pacific;rcv1;2001;11
551;East Asia & Pacific;bcg;2002;85
552;East Asia & Pacific;dtp1;2002;91
553;East Asia & Pacific;dtp3;2002;82
554;East Asia & Pacific;hepb3;2002;58
555;East Asia & Pacific;hepbb;2002;2
556;East Asia & Pacific;hib3;2002;1
557;East Asia & Pacific;mcv1;2002;84
558;East Asia & Pacific;mcv2;2002;5
559;East Asia & Pacific;pol3;2002;85
560;East Asia & Pacific;rcv1;2002;11
561;East Asia & Pacific;bcg;2003;86
562;East Asia & Pacific;dtp1;2003;92
563;East Asia & Pacific;dtp3;2003;84
564;East Asia & Pacific;hepb3;2003;66
565;East Asia & Pacific;hepbb;2003;2
566;East Asia & Pacific;hib3;2003;1
567;East Asia & Pacific;mcv1;2003;84
568;East Asia & Pacific;mcv2;2003;8
569;East Asia & Pacific;pol3;2003;87
570;East Asia & Pacific;rcv1;2003;11
571;East Asia & Pacific;bcg;2004;87
572;East Asia & Pacific;dtp1;2004;93
573;East Asia & Pacific;dtp3;2004;85
574;East Asia & Pacific;hepb3;2004;71
575;East Asia & Pacific;hepbb;2004;44
576;East Asia & Pacific;hib3;2004;2
577;East Asia & Pacific;mcv1;2004;86
578;East Asia & Pacific;mcv2;2004;10
579;East Asia & Pacific;pol3;2004;87
580;East Asia & Pacific;rcv1;2004;10
581;East Asia & Pacific;bcg;2005;87
582;East Asia & Pacific;dtp1;2005;92
583;East Asia & Pacific;dtp3;2005;85
584;East Asia & Pacific;hepb3;2005;75
585;East Asia & Pacific;hepbb;2005;50
586;East Asia & Pacific;hib3;2005;2
587;East Asia & Pacific;mcv1;2005;86
588;East Asia & Pacific;mcv2;2005;57
589;East Asia & Pacific;pol3;2005;87
590;East Asia & Pacific;rcv1;2005;10
591;East Asia & Pacific;bcg;2006;91
592;East Asia & Pacific;dtp1;2006;95
593;East Asia & Pacific;dtp3;2006;89
594;East Asia & Pacific;hepb3;2006;82
595;East Asia & Pacific;hepbb;2006;51
596;East Asia & Pacific;hib3;2006;3
597;East Asia & Pacific;mcv1;2006;90
598;East Asia & Pacific;mcv2;2006;66
599;East Asia & Pacific;pol3;2006;90
600;East Asia & Pacific;rcv1;2006;10
601;East Asia & Pacific;rotac;2006;0
602;East Asia & Pacific;bcg;2007;92
603;East Asia & Pacific;dtp1;2007;95
604;East Asia & Pacific;dtp3;2007;89
605;East Asia & Pacific;hepb3;2007;84
606;East Asia & Pacific;hepbb;2007;52
607;East Asia & Pacific;hib3;2007;3
608;East Asia & Pacific;mcv1;2007;90
609;East Asia & Pacific;mcv2;2007;69
610;East Asia & Pacific;pol3;2007;90
611;East Asia & Pacific;rcv1;2007;10
612;East Asia & Pacific;rotac;2007;0
613;East Asia & Pacific;bcg;2008;93
614;East Asia & Pacific;dtp1;2008;96
615;East Asia & Pacific;dtp3;2008;92
616;East Asia & Pacific;hepb3;2008;88
617;East Asia & Pacific;hepbb;2008;56
618;East Asia & Pacific;hib3;2008;3
619;East Asia & Pacific;mcv1;2008;92
620;East Asia & Pacific;mcv2;2008;79
621;East Asia & Pacific;pcv3;2008;1
622;East Asia & Pacific;pol3;2008;94
623;East Asia & Pacific;rcv1;2008;10
624;East Asia & Pacific;rotac;2008;1
625;East Asia & Pacific;bcg;2009;94
626;East Asia & Pacific;dtp1;2009;96
627;East Asia & Pacific;dtp3;2009;94
628;East Asia & Pacific;hepb3;2009;91
629;East Asia & Pacific;hepbb;2009;59
630;East Asia & Pacific;hib3;2009;3
631;East Asia & Pacific;mcv1;2009;93
632;East Asia & Pacific;mcv2;2009;83
633;East Asia & Pacific;pcv3;2009;1
634;East Asia & Pacific;pol3;2009;95
635;East Asia & Pacific;rcv1;2009;10
636;East Asia & Pacific;rotac;2009;1
637;East Asia & Pacific;bcg;2010;95
638;East Asia & Pacific;dtp1;2010;95
639;East Asia & Pacific;dtp3;2010;93
640;East Asia & Pacific;hepb3;2010;90
641;East Asia & Pacific;hepbb;2010;58
642;East Asia & Pacific;hib3;2010;8
643;East Asia & Pacific;mcv1;2010;93
644;East Asia & Pacific;mcv2;2010;85
645;East Asia & Pacific;pcv3;2010;1
646;East Asia & Pacific;pol3;2010;94
647;East Asia & Pacific;rcv1;2010;50
648;East Asia & Pacific;rotac;2010;1
649;East Asia & Pacific;bcg;2011;98
650;East Asia & Pacific;dtp1;2011;96
651;East Asia & Pacific;dtp3;2011;94
652;East Asia & Pacific;hepb3;2011;89
653;East Asia & Pacific;hepbb;2011;62
654;East Asia & Pacific;hib3;2011;14
655;East Asia & Pacific;mcv1;2011;94
656;East Asia & Pacific;mcv2;2011;87
657;East Asia & Pacific;pcv3;2011;5
658;East Asia & Pacific;pol3;2011;94
659;East Asia & Pacific;rcv1;2011;64
660;East Asia & Pacific;rotac;2011;1
661;East Asia & Pacific;bcg;2012;96
662;East Asia & Pacific;dtp1;2012;96
663;East Asia & Pacific;dtp3;2012;95
664;East Asia & Pacific;hepb3;2012;90
665;East Asia & Pacific;hepbb;2012;63
666;East Asia & Pacific;hib3;2012;15
667;East Asia & Pacific;mcv1;2012;94
668;East Asia & Pacific;mcv2;2012;85
669;East Asia & Pacific;pcv3;2012;5
670;East Asia & Pacific;pol3;2012;95
671;East Asia & Pacific;rcv1;2012;69
672;East Asia & Pacific;rotac;2012;1
673;East Asia & Pacific;bcg;2013;95
674;East Asia & Pacific;dtp1;2013;95
675;East Asia & Pacific;dtp3;2013;93
676;East Asia & Pacific;hepb3;2013;90
677;East Asia & Pacific;hepbb;2013;65
678;East Asia & Pacific;hib3;2013;22
679;East Asia & Pacific;mcv1;2013;94
680;East Asia & Pacific;mcv2;2013;88
681;East Asia & Pacific;pcv3;2013;5
682;East Asia & Pacific;pol3;2013;94
683;East Asia & Pacific;rcv1;2013;71
684;East Asia & Pacific;rotac;2013;3
685;East Asia & Pacific;bcg;2014;94
686;East Asia & Pacific;dtp1;2014;95
687;East Asia & Pacific;dtp3;2014;92
688;East Asia & Pacific;hepb3;2014;89
689;East Asia & Pacific;hepbb;2014;64
690;East Asia & Pacific;hib3;2014;28
691;East Asia & Pacific;mcv1;2014;93
692;East Asia & Pacific;mcv2;2014;82
693;East Asia & Pacific;pcv3;2014;7
694;East Asia & Pacific;pol3;2014;93
695;East Asia & Pacific;rcv1;2014;71
696;East Asia & Pacific;rotac;2014;1
697;East Asia & Pacific;bcg;2015;94
698;East Asia & Pacific;dtp1;2015;94
699;East Asia & Pacific;dtp3;2015;92
700;East Asia & Pacific;hepb3;2015;89
701;East Asia & Pacific;hepbb;2015;66
702;East Asia & Pacific;hib3;2015;35
703;East Asia & Pacific;ipv1;2015;4
704;East Asia & Pacific;mcv1;2015;93
705;East Asia & Pacific;mcv2;2015;82
706;East Asia & Pacific;pcv3;2015;8
707;East Asia & Pacific;pol3;2015;94
708;East Asia & Pacific;rcv1;2015;78
709;East Asia & Pacific;rotac;2015;1
710;East Asia & Pacific;bcg;2016;95
711;East Asia & Pacific;dtp1;2016;95
712;East Asia & Pacific;dtp3;2016;94
713;East Asia & Pacific;hepb3;2016;91
714;East Asia & Pacific;hepbb;2016;66
715;East Asia & Pacific;hib3;2016;37
716;East Asia & Pacific;ipv1;2016;20
717;East Asia & Pacific;mcv1;2016;93
718;East Asia & Pacific;mcv2;2016;86
719;East Asia & Pacific;pcv3;2016;10
720;East Asia & Pacific;pol3;2016;93
721;East Asia & Pacific;rcv1;2016;80
722;East Asia & Pacific;rotac;2016;1
723;East Asia & Pacific;bcg;2017;94
724;East Asia & Pacific;dtp1;2017;94
725;East Asia & Pacific;dtp3;2017;93
726;East Asia & Pacific;hepb3;2017;90
727;East Asia & Pacific;hepbb;2017;74
728;East Asia & Pacific;hib3;2017;36
729;East Asia & Pacific;ipv1;2017;75
730;East Asia & Pacific;mcv1;2017;92
731;East Asia & Pacific;mcv2;2017;87
732;East Asia & Pacific;pcv3;2017;13
733;East Asia & Pacific;pol3;2017;93
734;East Asia & Pacific;rcv1;2017;81
735;East Asia & Pacific;rotac;2017;1
736;East Asia & Pacific;bcg;2018;93
737;East Asia & Pacific;dtp1;2018;93
738;East Asia & Pacific;dtp3;2018;91
739;East Asia & Pacific;hepb3;2018;88
740;East Asia & Pacific;hepbb;2018;77
741;East Asia & Pacific;hib3;2018;35
742;East Asia & Pacific;ipv1;2018;82
743;East Asia & Pacific;mcv1;2018;92
744;East Asia & Pacific;mcv2;2018;87
745;East Asia & Pacific;pcv3;2018;14
746;East Asia & Pacific;pol3;2018;92
747;East Asia & Pacific;rcv1;2018;85
748;East Asia & Pacific;rotac;2018;1
749;Eastern & Southern Africa;bcg;1980;9
750;Eastern & Southern Africa;dtp1;1980;13
751;Eastern & Southern Africa;dtp3;1980;8
752;Eastern & Southern Africa;mcv1;1980;8
753;Eastern & Southern Africa;pol3;1980;8
754;Eastern & Southern Africa;rcv1;1980;0
755;Eastern & Southern Africa;bcg;1981;25
756;Eastern & Southern Africa;dtp1;1981;29
757;Eastern & Southern Africa;dtp3;1981;16
758;Eastern & Southern Africa;mcv1;1981;16
759;Eastern & Southern Africa;pol3;1981;13
760;Eastern & Southern Africa;rcv1;1981;0
761;Eastern & Southern Africa;bcg;1982;25
762;Eastern & Southern Africa;dtp1;1982;31
763;Eastern & Southern Africa;dtp3;1982;16
764;Eastern & Southern Africa;mcv1;1982;18
765;Eastern & Southern Africa;pol3;1982;15
766;Eastern & Southern Africa;rcv1;1982;0
767;Eastern & Southern Africa;bcg;1983;37
768;Eastern & Southern Africa;dtp1;1983;47
