Id;region;vaccine;year;coverage
1899;Middle East & North Africa;rcv1;1982;0
1900;Middle East & North Africa;bcg;1983;40
1901;Middle East & North Africa;dtp1;1983;57
1902;Middle East & North Africa;dtp3;1983;37
1903;Middle East & North Africa;mcv1;1983;33
1904;Middle East & North Africa;pol3;1983;43
1905;Middle East & North Africa;rcv1;1983;0
1906;Middle East & North Africa;bcg;1984;43
1907;Middle East & North Africa;dtp1;1984;63
1908;Middle East & North Africa;dtp3;1984;45
1909;Middle East & North Africa;mcv1;1984;37
1910;Middle East & North Africa;pol3;1984;50
1911;Middle East & North Africa;rcv1;1984;0
1912;Middle East & North Africa;bcg;1985;77
1913;Middle East & North Africa;dtp1;1985;81
1914;Middle East & North Africa;dtp3;1985;63
1915;Middle East & North Africa;hepb3;1985;0
1916;Middle East & North Africa;mcv1;1985;61
1917;Middle East & North Africa;pol3;1985;66
1918;Middle East & North Africa;rcv1;1985;0
1919;Middle East & North Africa;bcg;1986;74
1920;Middle East & North Africa;dtp1;1986;85
1921;Middle East & North Africa;dtp3;1986;69
1922;Middle East & North Africa;hepb3;1986;0
1923;Middle East & North Africa;mcv1;1986;64
1924;Middle East & North Africa;pol3;1986;72
1925;Middle East & North Africa;rcv1;1986;0
1926;Middle East & North Africa;bcg;1987;74
1927;Middle East & North Africa;dtp1;1987;86
1928;Middle East & North Africa;dtp3;1987;71
1929;Middle East & North Africa;hepb3;1987;0
1930;Middle East & North Africa;mcv1;1987;66
1931;Middle East & North Africa;pol3;1987;71
1932;Middle East & North Africa;rcv1;1987;1
1933;Middle East & North Africa;bcg;1988;86
1934;Middle East & North Africa;dtp1;1988;92
1935;Middle East & North Africa;dtp3;1988;82
1936;Middle East & North Africa;hepb3;1988;0
1937;Middle East & North Africa;mcv1;1988;78
1938;Middle East & North Africa;pol3;1988;83
1939;Middle East & North Africa;rcv1;1988;1
1940;Middle East & North Africa;bcg;1989;88
1941;Middle East & North Africa;dtp1;1989;94
1942;Middle East & North Africa;dtp3;1989;85
1943;Middle East & North Africa;hepb3;1989;0
1944;Middle East & North Africa;mcv1;1989;81
1945;Middle East & North Africa;pol3;1989;85
1946;Middle East & North Africa;rcv1;1989;1
1947;Middle East & North Africa;bcg;1990;94
1948;Middle East & North Africa;dtp1;1990;95
1949;Middle East & North Africa;dtp3;1990;88
1950;Middle East & North Africa;hepb3;1990;5
1951;Middle East & North Africa;hib3;1990;0
1952;Middle East & North Africa;mcv1;1990;83
1953;Middle East & North Africa;pol3;1990;88
1954;Middle East & North Africa;rcv1;1990;1
1955;Middle East & North Africa;bcg;1991;91
1956;Middle East & North Africa;dtp1;1991;92
1957;Middle East & North Africa;dtp3;1991;81
1958;Middle East & North Africa;hepb3;1991;7
1959;Middle East & North Africa;hib3;1991;0
1960;Middle East & North Africa;mcv1;1991;83
1961;Middle East & North Africa;pol3;1991;84
1962;Middle East & North Africa;rcv1;1991;7
1963;Middle East & North Africa;bcg;1992;92
1964;Middle East & North Africa;dtp1;1992;93
1965;Middle East & North Africa;dtp3;1992;84
1966;Middle East & North Africa;hepb3;1992;11
1967;Middle East & North Africa;hib3;1992;0
1968;Middle East & North Africa;mcv1;1992;84
1969;Middle East & North Africa;pol3;1992;87
1970;Middle East & North Africa;rcv1;1992;7
1971;Middle East & North Africa;bcg;1993;91
1972;Middle East & North Africa;dtp1;1993;93
1973;Middle East & North Africa;dtp3;1993;85
1974;Middle East & North Africa;hepb3;1993;13
1975;Middle East & North Africa;hib3;1993;0
1976;Middle East & North Africa;mcv1;1993;85
1977;Middle East & North Africa;pol3;1993;87
1978;Middle East & North Africa;rcv1;1993;7
1979;Middle East & North Africa;bcg;1994;91
1980;Middle East & North Africa;dtp1;1994;92
1981;Middle East & North Africa;dtp3;1994;83
1982;Middle East & North Africa;hepb3;1994;43
1983;Middle East & North Africa;hib3;1994;1
1984;Middle East & North Africa;mcv1;1994;84
1985;Middle East & North Africa;pol3;1994;85
1986;Middle East & North Africa;rcv1;1994;8
1987;Middle East & North Africa;bcg;1995;91
1988;Middle East & North Africa;dtp1;1995;93
1989;Middle East & North Africa;dtp3;1995;86
1990;Middle East & North Africa;hepb3;1995;51
1991;Middle East & North Africa;hib3;1995;1
1992;Middle East & North Africa;mcv1;1995;85
1993;Middle East & North Africa;pol3;1995;87
1994;Middle East & North Africa;rcv1;1995;20
1995;Middle East & North Africa;bcg;1996;91
1996;Middle East & North Africa;dtp1;1996;94
1997;Middle East & North Africa;dtp3;1996;88
1998;Middle East & North Africa;hepb3;1996;55
1999;Middle East & North Africa;hib3;1996;1
2000;Middle East & North Africa;mcv1;1996;88
2001;Middle East & North Africa;pol3;1996;88
2002;Middle East & North Africa;rcv1;1996;21
2003;Middle East & North Africa;bcg;1997;91
2004;Middle East & North Africa;dtp1;1997;93
2005;Middle East & North Africa;dtp3;1997;87
2006;Middle East & North Africa;hepb3;1997;62
2007;Middle East & North Africa;hib3;1997;2
2008;Middle East & North Africa;mcv1;1997;87
2009;Middle East & North Africa;pol3;1997;88
2010;Middle East & North Africa;rcv1;1997;13
2011;Middle East & North Africa;bcg;1998;93
2012;Middle East & North Africa;dtp1;1998;93
2013;Middle East & North Africa;dtp3;1998;89
2014;Middle East & North Africa;hepb3;1998;58
2015;Middle East & North Africa;hib3;1998;2
2016;Middle East & North Africa;mcv1;1998;91
2017;Middle East & North Africa;pol3;1998;90
2018;Middle East & North Africa;rcv1;1998;13
2019;Middle East & North Africa;bcg;1999;94
2020;Middle East & North Africa;dtp1;1999;95
2021;Middle East & North Africa;dtp3;1999;90
2022;Middle East & North Africa;hepb3;1999;67
2023;Middle East & North Africa;hib3;1999;3
2024;Middle East & North Africa;mcv1;1999;91
2025;Middle East & North Africa;pol3;1999;91
2026;Middle East & North Africa;rcv1;1999;40
2027;Middle East & North Africa;bcg;2000;95
2028;Middle East & North Africa;dtp1;2000;95
2029;Middle East & North Africa;dtp3;2000;91
2030;Middle East & North Africa;hepb3;2000;73
2031;Middle East & North Africa;hepbb;2000;21
2032;Middle East & North Africa;hib3;2000;3
2033;Middle East & North Africa;mcv1;2000;91
2034;Middle East & North Africa;mcv2;2000;57
2035;Middle East & North Africa;pol3;2000;92
2036;Middle East & North Africa;rcv1;2000;44
2037;Middle East & North Africa;bcg;2001;93
2038;Middle East & North Africa;dtp1;2001;95
2039;Middle East & North Africa;dtp3;2001;91
2040;Middle East & North Africa;hepb3;2001;77
2041;Middle East & North Africa;hepbb;2001;27
2042;Middle East & North Africa;hib3;2001;10
2043;Middle East & North Africa;mcv1;2001;90
2044;Middle East & North Africa;mcv2;2001;72
2045;Middle East & North Africa;pol3;2001;91
2046;Middle East & North Africa;rcv1;2001;50
2047;Middle East & North Africa;bcg;2002;92
2048;Middle East & North Africa;dtp1;2002;94
2049;Middle East & North Africa;dtp3;2002;90
2050;Middle East & North Africa;hepb3;2002;78
2051;Middle East & North Africa;hepbb;2002;28
2052;Middle East & North Africa;hib3;2002;18
2053;Middle East & North Africa;mcv1;2002;89
2054;Middle East & North Africa;mcv2;2002;73
2055;Middle East & North Africa;pol3;2002;90
2056;Middle East & North Africa;rcv1;2002;49
2057;Middle East & North Africa;bcg;2003;93
2058;Middle East & North Africa;dtp1;2003;93
2059;Middle East & North Africa;dtp3;2003;89
2060;Middle East & North Africa;hepb3;2003;79
2061;Middle East & North Africa;hepbb;2003;27
2062;Middle East & North Africa;hib3;2003;21
2063;Middle East & North Africa;mcv1;2003;89
2064;Middle East & North Africa;mcv2;2003;72
2065;Middle East & North Africa;pol3;2003;89
2066;Middle East & North Africa;rcv1;2003;49
2067;Middle East & North Africa;bcg;2004;93
2068;Middle East & North Africa;dtp1;2004;95
2069;Middle East & North Africa;dtp3;2004;90
2070;Middle East & North Africa;hepb3;2004;85
2071;Middle East & North Africa;hepbb;2004;46
2072;Middle East & North Africa;hib3;2004;21
2073;Middle East & North Africa;mcv1;2004;89
2074;Middle East & North Africa;mcv2;2004;79
2075;Middle East & North Africa;pol3;2004;90
2076;Middle East & North Africa;rcv1;2004;70
2077;Middle East & North Africa;bcg;2005;93
2078;Middle East & North Africa;dtp1;2005;94
2079;Middle East & North Africa;dtp3;2005;90
2080;Middle East & North Africa;hepb3;2005;89
2081;Middle East & North Africa;hepbb;2005;46
2082;Middle East & North Africa;hib3;2005;25
2083;Middle East & North Africa;mcv1;2005;89
2084;Middle East & North Africa;mcv2;2005;83
2085;Middle East & North Africa;pol3;2005;90
2086;Middle East & North Africa;rcv1;2005;72
2087;Middle East & North Africa;bcg;2006;94
2088;Middle East & North Africa;dtp1;2006;94
2089;Middle East & North Africa;dtp3;2006;90
2090;Middle East & North Africa;hepb3;2006;89
2091;Middle East & North Africa;hepbb;2006;45
2092;Middle East & North Africa;hib3;2006;26
2093;Middle East & North Africa;mcv1;2006;89
2094;Middle East & North Africa;mcv2;2006;83
2095;Middle East & North Africa;pol3;2006;91
2096;Middle East & North Africa;rcv1;2006;71
2097;Middle East & North Africa;rotac;2006;0
2098;Middle East & North Africa;bcg;2007;94
2099;Middle East & North Africa;dtp1;2007;93
2100;Middle East & North Africa;dtp3;2007;90
2101;Middle East & North Africa;hepb3;2007;89
2102;Middle East & North Africa;hepbb;2007;48
2103;Middle East & North Africa;hib3;2007;35
2104;Middle East & North Africa;mcv1;2007;89
2105;Middle East & North Africa;mcv2;2007;85
2106;Middle East & North Africa;pol3;2007;92
2107;Middle East & North Africa;rcv1;2007;72
2108;Middle East & North Africa;rotac;2007;0
2109;Middle East & North Africa;bcg;2008;93
2110;Middle East & North Africa;dtp1;2008;94
2111;Middle East & North Africa;dtp3;2008;91
2112;Middle East & North Africa;hepb3;2008;91
2113;Middle East & North Africa;hepbb;2008;48
2114;Middle East & North Africa;hib3;2008;44
2115;Middle East & North Africa;mcv1;2008;89
2116;Middle East & North Africa;mcv2;2008;79
2117;Middle East & North Africa;pcv3;2008;1
2118;Middle East & North Africa;pol3;2008;92
2119;Middle East & North Africa;rcv1;2008;66
2120;Middle East & North Africa;rotac;2008;0
2121;Middle East & North Africa;bcg;2009;94
2122;Middle East & North Africa;dtp1;2009;95
2123;Middle East & North Africa;dtp3;2009;92
2124;Middle East & North Africa;hepb3;2009;92
2125;Middle East & North Africa;hepbb;2009;45
2126;Middle East & North Africa;hib3;2009;44
2127;Middle East & North Africa;mcv1;2009;91
2128;Middle East & North Africa;mcv2;2009;82
2129;Middle East & North Africa;pcv3;2009;8
2130;Middle East & North Africa;pol3;2009;92
2131;Middle East & North Africa;rcv1;2009;68
2132;Middle East & North Africa;rotac;2009;0
2133;Middle East & North Africa;bcg;2010;94
2134;Middle East & North Africa;dtp1;2010;95
2135;Middle East & North Africa;dtp3;2010;92
2136;Middle East & North Africa;hepb3;2010;92
2137;Middle East & North Africa;hepbb;2010;42
2138;Middle East & North Africa;hib3;2010;44
2139;Middle East & North Africa;mcv1;2010;91
2140;Middle East & North Africa;mcv2;2010;81
2141;Middle East & North Africa;pcv3;2010;9
2142;Middle East & North Africa;pol3;2010;92
2143;Middle East & North Africa;rcv1;2010;67
2144;Middle East & North Africa;rotac;2010;0
2145;Middle East & North Africa;bcg;2011;94
2146;Middle East & North Africa;dtp1;2011;95
2147;Middle East & North Africa;dtp3;2011;91
2148;Middle East & North Africa;hepb3;2011;91
2149;Middle East & North Africa;hepbb;2011;42
2150;Middle East & North Africa;hib3;2011;44
2151;Middle East & North Africa;mcv1;2011;92
2152;Middle East & North Africa;mcv2;2011;81
2153;Middle East & North Africa;pcv3;2011;16
2154;Middle East & North Africa;pol3;2011;91
2155;Middle East & North Africa;rcv1;2011;67
2156;Middle East & North Africa;rotac;2011;6
2157;Middle East & North Africa;bcg;2012;94
2158;Middle East & North Africa;dtp1;2012;93
2159;Middle East & North Africa;dtp3;2012;88
2160;Middle East & North Africa;hepb3;2012;87
2161;Middle East & North Africa;hepbb;2012;42
2162;Middle East & North Africa;hib3;2012;47
2163;Middle East & North Africa;mcv1;2012;89
2164;Middle East & North Africa;mcv2;2012;77
2165;Middle East & North Africa;pcv3;2012;22
2166;Middle East & North Africa;pol3;2012;88
2167;Middle East & North Africa;rcv1;2012;67
2168;Middle East & North Africa;rotac;2012;13
2169;Middle East & North Africa;bcg;2013;95
2170;Middle East & North Africa;dtp1;2013;93
2171;Middle East & North Africa;dtp3;2013;90
2172;Middle East & North Africa;hepb3;2013;91
2173;Middle East & North Africa;hepbb;2013;44
2174;Middle East & North Africa;hib3;2013;50
2175;Middle East & North Africa;mcv1;2013;90
2176;Middle East & North Africa;mcv2;2013;78
2177;Middle East & North Africa;pcv3;2013;24
2178;Middle East & North Africa;pol3;2013;90
2179;Middle East & North Africa;rcv1;2013;66
2180;Middle East & North Africa;rotac;2013;24
2181;Middle East & North Africa;bcg;2014;95
2182;Middle East & North Africa;dtp1;2014;93
2183;Middle East & North Africa;dtp3;2014;89
2184;Middle East & North Africa;hepb3;2014;89
2185;Middle East & North Africa;hepbb;2014;44
2186;Middle East & North Africa;hib3;2014;74
2187;Middle East & North Africa;mcv1;2014;89
2188;Middle East & North Africa;mcv2;2014;83
2189;Middle East & North Africa;pcv3;2014;25
2190;Middle East & North Africa;pol3;2014;89
2191;Middle East & North Africa;rcv1;2014;73
2192;Middle East & North Africa;rotac;2014;23
2193;Middle East & North Africa;bcg;2015;91
2194;Middle East & North Africa;dtp1;2015;92
2195;Middle East & North Africa;dtp3;2015;88
2196;Middle East & North Africa;hepb3;2015;88
2197;Middle East & North Africa;hepbb;2015;44
2198;Middle East & North Africa;hib3;2015;88
2199;Middle East & North Africa;ipv1;2015;27
2200;Middle East & North Africa;mcv1;2015;89
2201;Middle East & North Africa;mcv2;2015;86
2202;Middle East & North Africa;pcv3;2015;25
2203;Middle East & North Africa;pol3;2015;88
2204;Middle East & North Africa;rcv1;2015;79
2205;Middle East & North Africa;rotac;2015;27
2206;Middle East & North Africa;bcg;2016;94
2207;Middle East & North Africa;dtp1;2016;93
2208;Middle East & North Africa;dtp3;2016;89
2209;Middle East & North Africa;hepb3;2016;89
2210;Middle East & North Africa;hepbb;2016;45
2211;Middle East & North Africa;hib3;2016;89
